F1,accuracy,recall,duration,precision,prediction_time
1.0,1.0,1.0,21.73942732810974,1.0,0.7430365085601807
1.0,1.0,1.0,19.165929555892944,1.0,0.8967974185943604
1.0,1.0,1.0,21.31451916694641,1.0,0.7522709369659424
1.0,1.0,1.0,21.08297371864319,1.0,0.9076089859008789
1.0,1.0,1.0,21.69940996170044,1.0,0.7392623424530029
