best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.24857348203659058,0.22471359372138977,0.9791666865348816,0.9666666388511658,9.999999747378752e-05,2454
