F1,accuracy,recall,duration,precision,prediction_time
1.0,1.0,1.0,51.8918879032135,1.0,0.09155845642089844
1.0,1.0,1.0,43.9485547542572,1.0,0.08925104141235352
1.0,1.0,1.0,43.68653964996338,1.0,0.08684182167053223
1.0,1.0,1.0,44.08854627609253,1.0,0.08766937255859375
1.0,1.0,1.0,44.536803007125854,1.0,0.09337687492370605
