best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.021880926564335823,0.02290625497698784,1.0,0.9916666746139526,9.999999747378752e-05,183
