loss,accuracy,val_loss,val_accuracy,lr
0.5669880509376526,0.7083333134651184,0.6589843034744263,0.7083333134651184,0.0001250000059371814
0.4656154215335846,0.84375,0.6403924226760864,0.7083333134651184,0.0001250000059371814
0.3520087003707886,0.96875,0.6207308173179626,0.7083333134651184,0.0001250000059371814
0.2722035348415375,0.9583333134651184,0.601408839225769,0.7083333134651184,0.0001250000059371814
0.22388088703155518,0.9479166865348816,0.5824785828590393,0.7666666507720947,0.0001250000059371814
0.174935981631279,1.0,0.5649768710136414,0.8999999761581421,0.0001250000059371814
0.13416969776153564,1.0,0.5483290553092957,0.925000011920929,0.0001250000059371814
0.11901196092367172,1.0,0.5334422588348389,0.9750000238418579,0.0001250000059371814
0.08749415725469589,1.0,0.5198811888694763,0.9833333492279053,0.0001250000059371814
0.0747464969754219,1.0,0.5099936723709106,1.0,0.0001250000059371814
0.061288267374038696,1.0,0.5053895115852356,1.0,0.0001250000059371814
0.05091623589396477,1.0,0.5054519176483154,0.9666666388511658,0.0001250000059371814
0.048933226615190506,1.0,0.509661078453064,0.8833333253860474,0.0001250000059371814
0.03968186303973198,1.0,0.5204814076423645,0.8666666746139526,0.0001250000059371814
0.03524911776185036,1.0,0.5369247198104858,0.8416666388511658,0.0001250000059371814
0.03424527123570442,1.0,0.559277355670929,0.7833333611488342,0.0001250000059371814
0.027720460668206215,1.0,0.5854648351669312,0.5249999761581421,0.0001250000059371814
0.025626130402088165,1.0,0.6138590574264526,0.3499999940395355,0.0001250000059371814
0.02400035597383976,1.0,0.6406767964363098,0.3083333373069763,0.0001250000059371814
0.021612117066979408,1.0,0.6637707948684692,0.2916666567325592,0.0001250000059371814
0.020485902205109596,1.0,0.6755097508430481,0.2916666567325592,0.0001250000059371814
