best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0028710595797747374,0.01286794152110815,1.0,0.9916666746139526,0.0024999999441206455,59
