loss,accuracy,val_loss,val_accuracy
0.553159236907959,0.8261218070983887,0.234083890914917,0.8980769515037537
0.19246743619441986,0.9102563858032227,0.16527427732944489,0.920352578163147
0.11675382405519485,0.9533253312110901,0.08795129507780075,0.9634615182876587
0.05379902943968773,0.9815705418586731,0.04052877798676491,0.9873397350311279
0.01856207102537155,0.9977964758872986,0.020645402371883392,0.9919871687889099
0.006838780362159014,1.0,0.013153662905097008,0.9932692050933838
0.0037109185941517353,1.0,0.018913140520453453,0.9916666746139526
0.0027747282292693853,1.0,0.013362117111682892,0.9919871687889099
0.0023014526814222336,1.0,0.012208720669150352,0.9923076629638672
0.0016422641929239035,1.0,0.017977191135287285,0.9916666746139526
0.0011228815419599414,1.0,0.016385188326239586,0.9916666746139526
0.0010225478326901793,1.0,0.007515764329582453,0.9950320720672607
0.0007540641818195581,1.0,0.01492056343704462,0.9916666746139526
0.0006149557302705944,1.0,0.018394531682133675,0.9916666746139526
0.00046974016004242003,1.0,0.013164054602384567,0.9916666746139526
0.0004154385533183813,1.0,0.010833692736923695,0.9921474456787109
0.0003795851080212742,1.0,0.014228561893105507,0.9916666746139526
0.0003531939582899213,1.0,0.013841911219060421,0.9916666746139526
0.0003201312792953104,1.0,0.011515413410961628,0.9919871687889099
0.000308476883219555,1.0,0.011820198968052864,0.9918269515037537
0.0002827051794156432,1.0,0.014254271984100342,0.9916666746139526
0.0002665183274075389,1.0,0.012068154290318489,0.9916666746139526
