best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.2525135576725006,0.28267794847488403,0.8854166865348816,0.8333333134651184,0.0005000000237487257,579
