best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.19190621376037598,0.7442386746406555,0.9270833134651184,0.75,0.0010000000474974513,10
