loss,accuracy,val_loss,val_accuracy
0.9308809041976929,0.6832932829856873,0.3274904191493988,0.870192289352417
0.2646504342556,0.9070512652397156,0.12753763794898987,0.9775640964508057
0.04313620552420616,0.9929887652397156,0.00554594025015831,0.9996795058250427
0.0021863235160708427,0.9997996687889099,0.00148464972153306,0.9996795058250427
0.0005042076809331775,1.0,0.0009530468378216028,0.999839723110199
0.0002942855062428862,1.0,0.0008629584335722029,0.999839723110199
0.00022318885021377355,1.0,0.0006868555792607367,0.999839723110199
0.00016991791198961437,1.0,0.0006192401051521301,0.999839723110199
0.00013664075231645256,1.0,0.0005633782711811364,0.999839723110199
0.00011446526332292706,1.0,0.0005181287997402251,0.999839723110199
9.77849995251745e-05,1.0,0.0004911681171506643,0.999839723110199
8.232516120187938e-05,1.0,0.000453844026196748,0.999839723110199
7.050661224639043e-05,1.0,0.00043208510032854974,0.999839723110199
6.201805081218481e-05,1.0,0.00041363449417985976,0.999839723110199
5.3964107792126015e-05,1.0,0.00038151239277794957,0.999839723110199
4.8636418796377257e-05,1.0,0.0003582877980079502,0.999839723110199
4.303213063394651e-05,1.0,0.0003519629826769233,1.0
3.8803776988061145e-05,1.0,0.00032695222762413323,0.999839723110199
3.564819417078979e-05,1.0,0.0003293497138656676,1.0
3.216160257579759e-05,1.0,0.00030867234454490244,1.0
2.928907997556962e-05,1.0,0.00029393870499916375,1.0
2.762486292340327e-05,1.0,0.0002872168552130461,1.0
2.5048899260582402e-05,1.0,0.0002777232730295509,1.0
2.3136159143177792e-05,1.0,0.0002722865028772503,1.0
2.1623287466354668e-05,1.0,0.0002618400030769408,1.0
2.0193414457025938e-05,1.0,0.0002632159157656133,1.0
1.8912949599325657e-05,1.0,0.00025179400108754635,1.0
1.787671681086067e-05,1.0,0.000247875606874004,1.0
1.695416540314909e-05,1.0,0.00024119521549437195,1.0
1.588032318977639e-05,1.0,0.00024503201711922884,1.0
1.5108676052477676e-05,1.0,0.0002365975669817999,1.0
1.4446864952333272e-05,1.0,0.00023165534366853535,1.0
1.3737452718487475e-05,1.0,0.00023019516083877534,1.0
1.3098451745463535e-05,1.0,0.00022213533520698547,1.0
1.2510412489064038e-05,1.0,0.00022145196271594614,1.0
1.199131384055363e-05,1.0,0.00021872292563784868,1.0
1.152554978034459e-05,1.0,0.0002127839543391019,1.0
1.1047879524994642e-05,1.0,0.00021121627651154995,1.0
1.0635773833200801e-05,1.0,0.0002079981059068814,1.0
1.0247599675494712e-05,1.0,0.00020379279158078134,1.0
9.890017281577457e-06,1.0,0.0001984418777283281,1.0
9.537136065773666e-06,1.0,0.00019800277368631214,1.0
9.224575478583574e-06,1.0,0.00019891973352059722,1.0
