F1,accuracy,recall,duration,precision,prediction_time
1.0,1.0,1.0,22.39459729194641,1.0,0.7575864791870117
1.0,1.0,1.0,22.194259881973267,1.0,0.7587919235229492
1.0,1.0,1.0,23.516765117645264,1.0,0.7574126720428467
0.873015873015873,0.875,0.9,26.50915002822876,0.875,0.9206299781799316
0.9544592030360531,0.9583333333333334,0.96875,27.667903423309326,0.9444444444444444,0.7489962577819824
