loss,accuracy,val_loss,val_accuracy
0.6971814036369324,0.8193109035491943,0.2686517834663391,0.8644230961799622
0.2246646136045456,0.8928285241127014,0.23328876495361328,0.8911858797073364
0.19091925024986267,0.9120593070983887,0.1843975931406021,0.9149038195610046
0.15077725052833557,0.9375,0.14108388125896454,0.9427884817123413
0.12690448760986328,0.9487179517745972,0.1229480430483818,0.949999988079071
0.12218228727579117,0.9491186141967773,0.12633441388607025,0.9464743733406067
0.11025312542915344,0.9575320482254028,0.11239711940288544,0.9506410360336304
0.10897056013345718,0.957932710647583,0.10960769653320312,0.9527243375778198
0.10032869875431061,0.9581330418586731,0.1047120913863182,0.9498397707939148
0.09656062722206116,0.9585336446762085,0.15163607895374298,0.9325320720672607
0.0950632393360138,0.9605368375778198,0.10650041699409485,0.9464743733406067
0.08719248324632645,0.9631410241127014,0.08777821809053421,0.9713141322135925
0.08485071361064911,0.9673477411270142,0.0845576748251915,0.9581730961799622
0.07730229943990707,0.9701522588729858,0.07448934763669968,0.9775640964508057
0.07248444110155106,0.9761618375778198,0.07533464580774307,0.96875
0.07319577783346176,0.9749599099159241,0.0630650743842125,0.9807692170143127
0.06073177605867386,0.9791666865348816,0.05454394593834877,0.9822115302085876
0.05290306359529495,0.9847756624221802,0.046999961137771606,0.9873397350311279
0.04518052563071251,0.9863781929016113,0.045329440385103226,0.987500011920929
0.04072544351220131,0.9889823794364929,0.03920050337910652,0.9895833134651184
0.036551229655742645,0.9901843070983887,0.039036836475133896,0.9915063977241516
0.03241867199540138,0.9911859035491943,0.02858346328139305,0.9932692050933838
0.027109723538160324,0.9917868375778198,0.026502400636672974,0.9939102530479431
0.0246735829859972,0.9931890964508057,0.026789147406816483,0.9913461804389954
0.022919461131095886,0.9947916865348816,0.024892322719097137,0.995512843132019
0.023956742137670517,0.9927884340286255,0.03750286251306534,0.9823718070983887
0.030136695131659508,0.9899839758872986,0.03760484978556633,0.9897435903549194
0.024077529087662697,0.9925881624221802,0.01738910749554634,0.9935897588729858
0.03170977905392647,0.9895833134651184,0.016249295324087143,0.9935897588729858
0.021792540326714516,0.9935897588729858,0.023462850600481033,0.9915063977241516
0.015399153344333172,0.9943910241127014,0.028576834127306938,0.9940705299377441
0.016145600005984306,0.9953926205635071,0.011638296768069267,0.9974358677864075
0.010596404783427715,0.9979968070983887,0.010071146301925182,0.9982371926307678
0.008947907015681267,0.9983974099159241,0.009228968061506748,0.9990384578704834
0.009525810368359089,0.9989984035491943,0.01099789422005415,0.9958333373069763
0.008633537217974663,0.9973958134651184,0.00965054426342249,0.9987179636955261
0.007699151989072561,0.9987980723381042,0.007795313838869333,0.9987179636955261
0.006586696952581406,0.9993990659713745,0.007264072075486183,0.9991987347602844
0.006423756014555693,0.9991987347602844,0.006297965534031391,0.9995192289352417
0.006013168953359127,0.9997996687889099,0.006321950349956751,0.9991987347602844
0.005697769578546286,0.9995993375778198,0.005819477140903473,0.9995192289352417
0.005586785729974508,0.9995993375778198,0.005281474441289902,0.9995192289352417
0.005853545386344194,0.9997996687889099,0.005471879616379738,0.9995192289352417
0.005049374885857105,0.9997996687889099,0.005025620572268963,0.9993589520454407
0.004964225925505161,0.9995993375778198,0.006291816011071205,0.9991987347602844
0.004330659285187721,0.9995993375778198,0.004367424640804529,0.9995192289352417
0.0043798224069178104,0.9993990659713745,0.004540187772363424,0.9995192289352417
0.0038597017992287874,0.9997996687889099,0.004205599892884493,0.9995192289352417
0.003875000635161996,0.9995993375778198,0.003940249793231487,0.9996795058250427
0.003699289634823799,1.0,0.0037805147003382444,0.9996795058250427
0.0035739587619900703,0.9997996687889099,0.004081473220139742,0.9995192289352417
0.00373275694437325,0.9993990659713745,0.004032773897051811,1.0
0.0037363714072853327,0.9997996687889099,0.0058245169930160046,0.9991987347602844
0.004687098320573568,0.9993990659713745,0.005465539172291756,0.9988781809806824
