loss,accuracy,val_loss,val_accuracy
1.1017084121704102,0.6802884340286255,0.28502097725868225,0.8916666507720947
0.2558300793170929,0.875,0.17787431180477142,0.8916666507720947
0.09104380011558533,0.963942289352417,0.029818005859851837,0.9908654093742371
0.01153647806495428,0.9979968070983887,0.004057813435792923,0.9995192289352417
0.0030355213675647974,0.9993990659713745,0.0016901688650250435,1.0
0.001394307822920382,0.9997996687889099,0.0011113123036921024,1.0
0.0009823949076235294,1.0,0.0008467884617857635,1.0
0.0005834712064824998,1.0,0.0006295038620010018,1.0
0.000467933394247666,1.0,0.0004661949351429939,1.0
0.00035885628312826157,1.0,0.00037634861655533314,1.0
0.0003197483893018216,1.0,0.00033682314096949995,1.0
0.0002613648248370737,1.0,0.0003122241178061813,1.0
0.00023029171279631555,1.0,0.00033127504866570234,1.0
0.00019138927746098489,1.0,0.0002412055036984384,1.0
0.00017462675168644637,1.0,0.000209653124329634,1.0
0.00015603684005327523,1.0,0.0002292036369908601,1.0
0.0001394878199789673,1.0,0.00018399405234958977,1.0
0.0001298977149417624,1.0,0.0002133746020263061,1.0
0.00011887688742717728,1.0,0.00015572892152704298,1.0
0.00011832838936243206,1.0,0.00017934605421032757,1.0
0.00010186665167566389,1.0,0.00014111951168160886,1.0
9.299026714870706e-05,1.0,0.00013878509344067425,1.0
9.11952811293304e-05,1.0,0.00011925090075237677,1.0
8.248294761870056e-05,1.0,0.00012960965977981687,1.0
7.843656203476712e-05,1.0,0.00011542173888301477,1.0
7.327471394091845e-05,1.0,0.00011433605686761439,1.0
7.088727579684928e-05,1.0,0.00011315881420159712,1.0
6.680448859697208e-05,1.0,0.00010011289123212919,1.0
6.305231363512576e-05,1.0,9.618818148737773e-05,1.0
6.033817044226453e-05,1.0,9.847378532867879e-05,1.0
5.7444340200163424e-05,1.0,9.060143202077597e-05,1.0
5.542865255847573e-05,1.0,8.995286771096289e-05,1.0
5.345041790860705e-05,1.0,8.763116056798026e-05,1.0
5.100950875203125e-05,1.0,8.162079757312313e-05,1.0
4.902501677861437e-05,1.0,8.296735177282244e-05,1.0
4.704691673396155e-05,1.0,7.59161266614683e-05,1.0
4.5487253373721614e-05,1.0,7.642472337465733e-05,1.0
4.505455945036374e-05,1.0,7.072771404637024e-05,1.0
4.312845703680068e-05,1.0,7.149522571125999e-05,1.0
4.123115286347456e-05,1.0,7.26379657862708e-05,1.0
4.0435224946122617e-05,1.0,6.444464816013351e-05,1.0
3.8296897400869057e-05,1.0,6.52806120342575e-05,1.0
3.792592178797349e-05,1.0,6.087280053179711e-05,1.0
3.634961467469111e-05,1.0,6.042183667887002e-05,1.0
3.482965985313058e-05,1.0,6.224311800906435e-05,1.0
3.466910857241601e-05,1.0,5.804780448670499e-05,1.0
3.3392490877304226e-05,1.0,5.564063030760735e-05,1.0
3.2288608053931966e-05,1.0,5.86501628276892e-05,1.0
3.1479452445637435e-05,1.0,5.510235860128887e-05,1.0
3.0511715522152372e-05,1.0,5.5473668908234686e-05,1.0
2.9950802854727954e-05,1.0,5.448052252177149e-05,1.0
3.027714410563931e-05,1.0,5.124405288370326e-05,1.0
2.8380201911204495e-05,1.0,5.3250179917085916e-05,1.0
2.7653752113110386e-05,1.0,5.012967812945135e-05,1.0
2.720426709856838e-05,1.0,4.915616227663122e-05,1.0
2.6548919777269475e-05,1.0,4.801217801286839e-05,1.0
2.581067383289337e-05,1.0,4.7890971472952515e-05,1.0
2.5268778699683025e-05,1.0,4.7712219384266064e-05,1.0
2.474970642651897e-05,1.0,4.596184226102196e-05,1.0
2.426366881991271e-05,1.0,4.547587377601303e-05,1.0
2.375477197347209e-05,1.0,4.409764733281918e-05,1.0
2.316826612513978e-05,1.0,4.4337062718113884e-05,1.0
2.283035428263247e-05,1.0,4.3466898205224425e-05,1.0
2.232761835330166e-05,1.0,4.194982466287911e-05,1.0
2.1950387235847302e-05,1.0,4.206978337606415e-05,1.0
2.147196209989488e-05,1.0,4.070029535796493e-05,1.0
2.1082943931105547e-05,1.0,4.0878858271753415e-05,1.0
2.0641504306695424e-05,1.0,3.910465966328047e-05,1.0
2.0267430954845622e-05,1.0,3.99289456254337e-05,1.0
2.02482333406806e-05,1.0,3.925825876649469e-05,1.0
1.962836722668726e-05,1.0,3.546992957126349e-05,1.0
1.9439585230429657e-05,1.0,3.910039959009737e-05,1.0
1.8840084521798417e-05,1.0,3.699920489452779e-05,1.0
1.8748776710708626e-05,1.0,3.528570232447237e-05,1.0
1.827223240979947e-05,1.0,3.739248131751083e-05,1.0
1.8221731806988828e-05,1.0,3.387410470168106e-05,1.0
1.757404606905766e-05,1.0,3.531538459355943e-05,1.0
1.729032737785019e-05,1.0,3.424243186600506e-05,1.0
1.709751450107433e-05,1.0,3.277511859778315e-05,1.0
1.6737310943426564e-05,1.0,3.3337226341245696e-05,1.0
1.6455554941785522e-05,1.0,3.273425318184309e-05,1.0
1.625981167308055e-05,1.0,3.1750696507515386e-05,1.0
1.60864474310074e-05,1.0,3.1847030186327174e-05,1.0
1.5794072169228457e-05,1.0,3.300298340036534e-05,1.0
1.5772242477396503e-05,1.0,3.0146600693115033e-05,1.0
1.5320692909881473e-05,1.0,3.1127499823924154e-05,1.0
1.5087161955307238e-05,1.0,3.0257540856837295e-05,1.0
1.4835856745776255e-05,1.0,2.927787136286497e-05,1.0
1.4712191841681488e-05,1.0,2.9964638088131323e-05,1.0
1.4402770830201916e-05,1.0,2.9443021048791707e-05,1.0
1.4219293007045053e-05,1.0,2.872361619665753e-05,1.0
1.404841441399185e-05,1.0,2.9173428629292175e-05,1.0
1.3786191630060785e-05,1.0,2.8215217753313482e-05,1.0
1.3597128599940334e-05,1.0,2.7770396627602167e-05,1.0
1.3428488273348194e-05,1.0,2.8098565962864086e-05,1.0
1.3304292224347591e-05,1.0,2.6721316316979937e-05,1.0
1.3092805602354929e-05,1.0,2.7905423849006183e-05,1.0
1.2883422641607467e-05,1.0,2.6618918127496727e-05,1.0
1.2720106496999506e-05,1.0,2.659072561073117e-05,1.0
1.2549085113278124e-05,1.0,2.591772863524966e-05,1.0
1.2422688996593934e-05,1.0,2.6540434191701934e-05,1.0
1.2223660633026157e-05,1.0,2.5484338038950227e-05,1.0
1.2063826943631284e-05,1.0,2.448923623887822e-05,1.0
1.1982942851318512e-05,1.0,2.462474185449537e-05,1.0
1.1764496775867883e-05,1.0,2.4931739972089417e-05,1.0
1.1650330634438433e-05,1.0,2.453449269523844e-05,1.0
1.1505539077916183e-05,1.0,2.4714665414649062e-05,1.0
1.1358744814060628e-05,1.0,2.3478100047213957e-05,1.0
1.1224061381653883e-05,1.0,2.347316694795154e-05,1.0
1.1131684914289508e-05,1.0,2.526872958696913e-05,1.0
1.0943348570435774e-05,1.0,2.3844286261009984e-05,1.0
1.0863805982808117e-05,1.0,2.3108901586965658e-05,1.0
1.0673640645109117e-05,1.0,2.279255750181619e-05,1.0
1.055383290804457e-05,1.0,2.2493783035315573e-05,1.0
1.0428329005662818e-05,1.0,2.258131826238241e-05,1.0
1.0317051419406198e-05,1.0,2.2402180547942407e-05,1.0
1.01967052614782e-05,1.0,2.2423002519644797e-05,1.0
1.0075485988636501e-05,1.0,2.1949157599010505e-05,1.0
9.96049311652314e-06,1.0,2.227212280558888e-05,1.0
9.800333828025032e-06,1.0,2.1015361198806204e-05,1.0
9.737254003994167e-06,1.0,2.095737545459997e-05,1.0
9.621590834285598e-06,1.0,2.0996310922782868e-05,1.0
9.509827577858232e-06,1.0,2.0971758203813806e-05,1.0
9.397730536875315e-06,1.0,2.0808976842090487e-05,1.0
9.30698024603771e-06,1.0,2.0518817109405063e-05,1.0
9.201671673508827e-06,1.0,1.995443926716689e-05,1.0
9.10308153834194e-06,1.0,2.0158262486802414e-05,1.0
9.002197657537181e-06,1.0,2.0226609194651246e-05,1.0
8.909519237931818e-06,1.0,1.9534378225216642e-05,1.0
8.819197319098748e-06,1.0,1.9963859813287854e-05,1.0
8.713564056961332e-06,1.0,1.9593200704548508e-05,1.0
8.631350283394568e-06,1.0,1.9230341422371566e-05,1.0
8.544514457753394e-06,1.0,1.9238821550970897e-05,1.0
8.44729584059678e-06,1.0,1.9217037333874032e-05,1.0
8.358601917279884e-06,1.0,1.9130373402731493e-05,1.0
8.28528300189646e-06,1.0,1.821469413698651e-05,1.0
8.189022082660813e-06,1.0,1.8530079614720307e-05,1.0
8.122046892822254e-06,1.0,1.8719883883022703e-05,1.0
8.070533112913836e-06,1.0,1.843346399255097e-05,1.0
7.932097105367575e-06,1.0,1.7820360881160013e-05,1.0
7.9235433076974e-06,1.0,1.8100741726811975e-05,1.0
7.79320271249162e-06,1.0,1.735391197144054e-05,1.0
7.727243428234942e-06,1.0,1.7780213966034353e-05,1.0
7.633504537807312e-06,1.0,1.7429299987270497e-05,1.0
7.612412900925847e-06,1.0,1.784439336915966e-05,1.0
7.472761353710666e-06,1.0,1.6967916963039897e-05,1.0
7.40203222449054e-06,1.0,1.684881681285333e-05,1.0
7.340822776313871e-06,1.0,1.727646122162696e-05,1.0
7.263205588969868e-06,1.0,1.679722117842175e-05,1.0
7.190370524767786e-06,1.0,1.6750233044149354e-05,1.0
7.123102022887906e-06,1.0,1.6659412722219713e-05,1.0
7.053953595459461e-06,1.0,1.661870555835776e-05,1.0
7.023530997685157e-06,1.0,1.6836595023050904e-05,1.0
6.924479748704471e-06,1.0,1.6010280887712725e-05,1.0
6.852722890471341e-06,1.0,1.5915675248834305e-05,1.0
6.794575256208191e-06,1.0,1.6148364011314698e-05,1.0
6.717260475852527e-06,1.0,1.6030882761697285e-05,1.0
6.661457064183196e-06,1.0,1.5658417396480218e-05,1.0
6.603412202821346e-06,1.0,1.554515074531082e-05,1.0
6.547487373609329e-06,1.0,1.5228890333673917e-05,1.0
6.483073775598314e-06,1.0,1.565001548442524e-05,1.0
6.413224582502153e-06,1.0,1.522465481684776e-05,1.0
6.354394372465322e-06,1.0,1.5218238331726752e-05,1.0
6.307368039415451e-06,1.0,1.5017251826066058e-05,1.0
6.253671472222777e-06,1.0,1.4853758329991251e-05,1.0
6.181578555697342e-06,1.0,1.4923264643584844e-05,1.0
6.153743015602231e-06,1.0,1.4493318303721026e-05,1.0
6.076492354623042e-06,1.0,1.475680255680345e-05,1.0
6.025759830663446e-06,1.0,1.4844952602288686e-05,1.0
5.968654932075879e-06,1.0,1.4629677025368437e-05,1.0
5.9303711168468e-06,1.0,1.4136943718767725e-05,1.0
5.8751993492478505e-06,1.0,1.415946644556243e-05,1.0
5.816104476252804e-06,1.0,1.431033160770312e-05,1.0
5.7802453738986515e-06,1.0,1.453817094443366e-05,1.0
5.786526344309095e-06,1.0,1.329469341726508e-05,1.0
5.676282398781041e-06,1.0,1.4237746654544026e-05,1.0
5.636853984469781e-06,1.0,1.3492715879692696e-05,1.0
5.556678843277041e-06,1.0,1.3519330423150677e-05,1.0
5.518916623259429e-06,1.0,1.3506990399037022e-05,1.0
5.465041795105208e-06,1.0,1.334859371127095e-05,1.0
5.412146492744796e-06,1.0,1.3257658793008886e-05,1.0
5.368553956941469e-06,1.0,1.3196506188251078e-05,1.0
5.335531113814795e-06,1.0,1.2803759091184475e-05,1.0
5.285042334435275e-06,1.0,1.3176461834518705e-05,1.0
5.242003680905327e-06,1.0,1.2906874871987384e-05,1.0
5.1937304306193255e-06,1.0,1.2719232472591102e-05,1.0
5.147351657797117e-06,1.0,1.2838889233535156e-05,1.0
5.103905095893424e-06,1.0,1.2707999303529505e-05,1.0
5.056305781181436e-06,1.0,1.2513467481767293e-05,1.0
