best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.12416449934244156,1.4314885139465332,0.9895833134651184,0.3333333432674408,9.999999747378752e-05,26
