loss,accuracy,val_loss,val_accuracy,lr
0.6193121075630188,0.6979166865348816,0.5038025379180908,0.75,0.009999999776482582
0.4726012647151947,0.75,0.4207608103752136,0.75,0.009999999776482582
0.38060274720191956,0.75,0.3416525721549988,0.7916666865348816,0.009999999776482582
0.35847654938697815,0.8020833134651184,0.3733219802379608,0.75,0.009999999776482582
0.46659648418426514,0.8020833134651184,0.34744831919670105,0.7916666865348816,0.009999999776482582
0.35797548294067383,0.78125,0.3403416872024536,0.800000011920929,0.009999999776482582
0.33193662762641907,0.8125,0.3094107210636139,0.8583333492279053,0.009999999776482582
0.3008457124233246,0.8333333134651184,0.29313474893569946,0.8583333492279053,0.009999999776482582
0.2771070599555969,0.8541666865348816,0.3022227883338928,0.800000011920929,0.009999999776482582
0.3419719934463501,0.75,0.2807875871658325,0.8583333492279053,0.009999999776482582
0.29602205753326416,0.8229166865348816,0.2859860360622406,0.7916666865348816,0.009999999776482582
0.2809964418411255,0.7916666865348816,0.2775736451148987,0.8583333492279053,0.009999999776482582
0.27582430839538574,0.8333333134651184,0.27503296732902527,0.8583333492279053,0.009999999776482582
0.2648598849773407,0.8333333134651184,0.2703825831413269,0.8583333492279053,0.009999999776482582
0.2665225565433502,0.8333333134651184,0.32126131653785706,0.7916666865348816,0.009999999776482582
0.2833816707134247,0.875,0.26850783824920654,0.8666666746139526,0.009999999776482582
0.27861902117729187,0.8333333134651184,0.254442423582077,0.8583333492279053,0.009999999776482582
0.30948150157928467,0.8541666865348816,0.25528058409690857,0.8666666746139526,0.009999999776482582
0.27464163303375244,0.8541666865348816,0.26111912727355957,0.8583333492279053,0.009999999776482582
0.26445475220680237,0.8541666865348816,0.26199108362197876,0.8166666626930237,0.009999999776482582
0.2652501165866852,0.8541666865348816,0.248057559132576,0.8666666746139526,0.009999999776482582
0.25596413016319275,0.8229166865348816,0.23766160011291504,0.8999999761581421,0.009999999776482582
0.2424069195985794,0.8958333134651184,0.23355016112327576,0.9166666865348816,0.009999999776482582
0.23143501579761505,0.8541666865348816,0.21208004653453827,0.9166666865348816,0.009999999776482582
0.2229517698287964,0.8958333134651184,0.3204578161239624,0.7916666865348816,0.009999999776482582
0.2443026453256607,0.8541666865348816,0.4258917570114136,0.75,0.009999999776482582
0.30456748604774475,0.8229166865348816,0.3107205629348755,0.7916666865348816,0.009999999776482582
0.36805179715156555,0.7916666865348816,0.2746328115463257,0.8999999761581421,0.009999999776482582
0.263731449842453,0.8854166865348816,0.224821537733078,0.9916666746139526,0.009999999776482582
0.22544533014297485,0.8541666865348816,0.20510394871234894,0.9666666388511658,0.009999999776482582
0.18329070508480072,0.9895833134651184,0.1942872554063797,0.9166666865348816,0.009999999776482582
0.17584599554538727,0.9583333134651184,0.1690809428691864,0.9833333492279053,0.009999999776482582
0.17006798088550568,0.9166666865348816,0.15774746239185333,0.9166666865348816,0.009999999776482582
0.13472352921962738,0.9583333134651184,0.15414129197597504,0.9416666626930237,0.009999999776482582
0.13110226392745972,0.9583333134651184,0.10548773407936096,0.9916666746139526,0.009999999776482582
0.11018812656402588,0.9791666865348816,0.1052781343460083,0.9583333134651184,0.009999999776482582
0.097407765686512,0.9791666865348816,0.13910473883152008,0.9416666626930237,0.009999999776482582
0.12656867504119873,0.96875,0.09057581424713135,0.9666666388511658,0.009999999776482582
0.09293612092733383,0.96875,0.06399832665920258,0.9916666746139526,0.009999999776482582
0.05178004875779152,0.9895833134651184,0.05711958184838295,1.0,0.009999999776482582
0.04213039204478264,1.0,0.04352210462093353,0.9916666746139526,0.009999999776482582
0.03513968363404274,1.0,0.039179228246212006,1.0,0.009999999776482582
0.035927414894104004,0.9895833134651184,0.053558100014925,0.9916666746139526,0.009999999776482582
0.04064192995429039,0.9895833134651184,0.02994193509221077,1.0,0.009999999776482582
0.0280121061950922,1.0,0.029382694512605667,0.9916666746139526,0.009999999776482582
0.03884429112076759,0.9895833134651184,0.02054685913026333,0.9916666746139526,0.009999999776482582
0.028997987508773804,0.9895833134651184,0.018383165821433067,0.9916666746139526,0.009999999776482582
0.023209184408187866,1.0,0.016968796029686928,1.0,0.009999999776482582
0.02669130451977253,0.9895833134651184,0.016513783484697342,1.0,0.009999999776482582
0.021137893199920654,1.0,0.014469001442193985,1.0,0.009999999776482582
0.05142325535416603,0.9895833134651184,0.015616814605891705,0.9916666746139526,0.009999999776482582
0.03458314388990402,0.9791666865348816,0.018536172807216644,0.9916666746139526,0.009999999776482582
0.029453812167048454,0.9895833134651184,0.014375587925314903,1.0,0.009999999776482582
0.021961765363812447,1.0,0.014660324901342392,0.9916666746139526,0.009999999776482582
0.015602988190948963,0.9895833134651184,0.010852373205125332,1.0,0.009999999776482582
0.011465086601674557,1.0,0.010392939671874046,1.0,0.009999999776482582
0.01049401517957449,1.0,0.009601867757737637,1.0,0.009999999776482582
0.01088415551930666,1.0,0.008977075107395649,1.0,0.009999999776482582
0.009111580438911915,1.0,0.00917285680770874,1.0,0.009999999776482582
0.00910972896963358,1.0,0.00818520225584507,1.0,0.009999999776482582
